laporan,label
"Tsunami melanda wilayah Sumatra Barat tepatnya di Kecamatan Cangkringan, Desa Pasirjaya pada malam hari tadi. Sedikitnya 7 korban jiwa dilaporkan. Warga diminta tetap waspada terhadap potensi bencana susulan di wilayah tersebut.",Valid
Banjir darah dari langit terjadi di Lautan Awan pada sore hari kemarin. menyebabkan semute berubah menjadi raksasa. Beberapa orang menyebut ini sebagai bagian dari konspirasi besar.,Invalid
"Tsunami melanda wilayah Bengkulu tepatnya di Kecamatan Karangasem, Desa Tegalrejo saat subuh tadi. Lebih dari 277 hektar lahan pertanian terendam banjir. Hingga saat ini belum ada laporan korban jiwa, namun pendataan masih dilakukan.",Valid
"Letusan gunung berapi melanda wilayah Riau tepatnya di Kecamatan Pesawaran, Desa Sidomulyo tiga hari yang lalu. Sebanyak 125 warga terpaksa mengungsi ke tempat yang lebih aman. Posko darurat telah didirikan untuk menampung warga yang kehilangan tempat tinggal.",Valid
"Kebakaran hutan melanda wilayah Yogyakarta tepatnya di Kecamatan Cangkringan, Desa Sukamaju seminggu yang lalu. Sebanyak 167 rumah mengalami kerusakan ringan hingga berat. Petugas masih melakukan pendataan kerugian dan korban di lokasi kejadian.",Valid
"Banjir rob melanda wilayah Lombok tepatnya di Kecamatan Cisarua, Desa Jaya Baru dua hari yang lalu. Jembatan utama yang menghubungkan dua desa ambruk. Hingga saat ini belum ada laporan korban jiwa, namun pendataan masih dilakukan.",Valid
"Banjir bandang melanda wilayah Lombok tepatnya di Kecamatan Kalianda, Desa Gunungkidul pada pagi hari ini. Sebanyak 9 sekolah mengalami kerusakan. Bantuan darurat berupa tenda dan makanan mulai didistribusikan ke warga terdampak.",Valid
"Gempa bumi akibat ledakan di bulan terjadi di Dunia Paralel tiga hari yang lalu. mengakibatkan semua orang di wilayah itu bisa terbang. Berita ini menjadi viral di media sosial, namun tidak ada konfirmasi resmi.",Invalid
"Kebakaran hutan melanda wilayah NTB tepatnya di Kecamatan Kalianda, Desa Sidomulyo seminggu yang lalu. Jembatan utama yang menghubungkan dua desa ambruk. Proses evakuasi warga yang terdampak masih berlangsung hingga malam ini.",Valid
Gempa bumi raksasa akibat ulah alien terjadi di Lautan Awan pada sore hari kemarin. menyebabkan hewan-hewan mulai menari di jalan. Beberapa orang menyebut ini sebagai bagian dari konspirasi besar.,Invalid
"Longsor lahar dingin melanda wilayah Lombok tepatnya di Kecamatan Pesawaran, Desa Jaya Baru pada malam hari kemarin. Lebih dari 277 hektar lahan pertanian terendam banjir. Bantuan darurat berupa tenda dan makanan mulai didistribusikan ke warga terdampak.",Valid
"Banjir bandang melanda wilayah Aceh tepatnya di Kecamatan Pamekasan, Desa Pasirjaya pada pagi hari ini. Pasokan listrik terhenti selama beberapa jam di wilayah terdampak. Tim SAR dikerahkan ke lokasi untuk membantu proses evakuasi warga.",Valid
"Angin puting beliung melanda wilayah Garut tepatnya di Kecamatan Banyuwangi, Desa Jaya Baru pada sore hari kemarin. Jembatan utama yang menghubungkan dua desa ambruk. Hingga saat ini belum ada laporan korban jiwa, namun pendataan masih dilakukan.",Valid
Hujan emas yang membuat warga kaya mendadak terjadi di pusat inti Bumi pada malam hari tadi. menyebabkan semute berubah menjadi raksasa. Kejadian ini ternyata hanya prank dari sekelompok orang.,Invalid
"Hujan emas yang membuat warga kaya mendadak terjadi di Kota Gaib Saranjana tiga hari yang lalu. menyebabkan alien muncul dari dalam air. Berita ini menjadi viral di media sosial, namun tidak ada konfirmasi resmi.",Invalid
"Tsunami melanda wilayah Jawa Timur tepatnya di Kecamatan Kalianda, Desa Sidomulyo pada pagi hari ini. Pasokan air bersih terganggu di beberapa wilayah. Pihak BPBD setempat langsung menangani kejadian ini dengan mendirikan posko darurat.",Valid
Hujan berlian yang membuat warga takut terjadi di Kerajaan Atlantis yang tenggelam pada siang hari tadi. menyebabkan ikan-ikan mulai berbicara. Beberapa orang menyebut ini sebagai bagian dari konspirasi besar.,Invalid
"Letusan gunung berapi menghasilkan permen terjadi di permukaan Planet Mars pada siang hari tadi. mengakibatkan burung-burung menjadi raksasa. Warga menjadi panik akibat berita ini, meskipun tidak ada bukti.",Invalid
"Banjir bandang melanda wilayah Jawa Timur tepatnya di Kecamatan Serang, Desa Tegalrejo pada pukul 08.33 WIB. Sebanyak 10 desa terisolasi akibat akses jalan yang terputus. Pemerintah daerah segera menyalurkan bantuan logistik berupa makanan dan selimut.",Valid
"Kebakaran hutan melanda wilayah Sulawesi Utara tepatnya di Kecamatan Pamekasan, Desa Margodadi pada sore hari kemarin. Pasokan listrik terhenti selama beberapa jam di wilayah terdampak. Pihak BPBD setempat langsung menangani kejadian ini dengan mendirikan posko darurat.",Valid
"Longsor lahar dingin melanda wilayah Lampung tepatnya di Kecamatan Cangkringan, Desa Sukamaju dua hari yang lalu. Pasokan listrik terhenti selama beberapa jam di wilayah terdampak. Tim SAR dikerahkan ke lokasi untuk membantu proses evakuasi warga.",Valid
"Tanah longsor melanda wilayah Garut tepatnya di Kecamatan Kalianda, Desa Margodadi pada malam hari kemarin. Pasokan air bersih terganggu di beberapa wilayah. Warga diminta tetap waspada terhadap potensi bencana susulan di wilayah tersebut.",Valid
Tsunami api yang membakar laut terjadi di Dimensi Kelima seminggu yang lalu. mengakibatkan burung-burung menjadi raksasa. Tidak ada bukti yang jelas mengenai kejadian ini hingga saat ini.,Invalid
"Tsunami pelangi yang mengubah warna laut terjadi di kota Bikini Bottom seminggu yang lalu. mengakibatkan semua warga menjadi takut dan bersembunyi. Menurut warga, ini adalah ulah alien yang ingin menguasai bumi.",Invalid
"Lava meletus dari gunung es di tengah kota terjadi di Galaksi Andromeda pada siang hari tadi. menyebabkan semute berubah menjadi raksasa. Menurut warga, ini adalah ulah alien yang ingin menguasai bumi.",Invalid
Banjir darah dari langit terjadi di Kota Emas El Dorado dua hari yang lalu. menyebabkan ikan-ikan mulai berbicara. Kejadian ini ternyata hanya prank dari sekelompok orang.,Invalid
Hujan meteor yang menghasilkan emas terjadi di kota Bikini Bottom pada pagi hari ini. menyebabkan langit berubah warna menjadi ungu. Banyak yang mengatakan bahwa ini hanyalah cerita bohong belaka.,Invalid
"Angin puting beliung melanda wilayah Palu tepatnya di Kecamatan Tanjung, Desa Sidomulyo saat subuh tadi. Lebih dari 277 hektar lahan pertanian terendam banjir. Warga diimbau untuk tetap tenang dan mengikuti arahan dari petugas di lapangan.",Valid
"Kekeringan melanda wilayah NTB tepatnya di Kecamatan Ciputat, Desa Pulosari dua hari yang lalu. Akses jalan utama terputus akibat material longsor. Pihak BPBD setempat langsung menangani kejadian ini dengan mendirikan posko darurat.",Valid
"Letusan gunung berapi menghasilkan permen terjadi di Langit Ketujuh pada malam hari kemarin. mengakibatkan pohon-pohon berubah menjadi emas. Namun, banyak yang tidak mempercayai kejadian ini.",Invalid
"Tsunami melanda wilayah Lampung tepatnya di Kecamatan Kalianda, Desa Sidomulyo pada sore hari kemarin. Jembatan utama yang menghubungkan dua desa ambruk. Pemerintah daerah segera menyalurkan bantuan logistik berupa makanan dan selimut.",Valid
"Gempa bumi akibat ledakan di bulan terjadi di kota Bikini Bottom pada siang hari tadi. mengakibatkan gunung berubah menjadi cokelat leleh. Berita ini menjadi viral di media sosial, namun tidak ada konfirmasi resmi.",Invalid
"Tanah longsor melanda wilayah Sumatra Barat tepatnya di Kecamatan Ubud, Desa Cikahuripan saat subuh tadi. Sedikitnya 7 korban jiwa dilaporkan. Pemerintah daerah segera menyalurkan bantuan logistik berupa makanan dan selimut.",Valid
"Letusan gunung berapi menghasilkan permen terjadi di Langit Ketujuh pada pukul 09.53 WIB. mengakibatkan dinosaurus hidup kembali di tengah kota. Namun, banyak yang tidak mempercayai kejadian ini.",Invalid
"Kebakaran hutan melanda wilayah Bandung tepatnya di Kecamatan Cangkringan, Desa Cikahuripan seminggu yang lalu. Akses jalan utama terputus akibat material longsor. Bantuan darurat berupa tenda dan makanan mulai didistribusikan ke warga terdampak.",Valid
"Tanah longsor melanda wilayah Yogyakarta tepatnya di Kecamatan Prambanan, Desa Mekarwangi pada malam hari tadi. Sebanyak 167 rumah mengalami kerusakan ringan hingga berat. Warga diimbau untuk tetap tenang dan mengikuti arahan dari petugas di lapangan.",Valid
"Angin puting beliung melanda wilayah Garut tepatnya di Kecamatan Ubud, Desa Sidomulyo tiga hari yang lalu. Banyak pohon tumbang yang menutup akses jalan utama. Warga diminta tetap waspada terhadap potensi bencana susulan di wilayah tersebut.",Valid
"Angin puting beliung melanda wilayah Banten tepatnya di Kecamatan Soreang, Desa Tegalrejo pada pagi hari ini. Sebanyak 5 ternak dilaporkan mati akibat bencana. Proses evakuasi warga yang terdampak masih berlangsung hingga malam ini.",Valid
"Tsunami pelangi yang mengubah warna laut terjadi di dasar Laut Pasifik saat subuh tadi. mengakibatkan semua warga menjadi takut dan bersembunyi. Menurut warga, ini adalah ulah alien yang ingin menguasai bumi.",Invalid
Angin topan membawa naga raksasa terjadi di pusat inti Bumi pada siang hari tadi. menyebabkan ikan-ikan mulai berbicara. Berita ini ternyata hanya hoax yang menyebar di media sosial.,Invalid
Lava meletus dari gunung es di tengah kota terjadi di Kota Gaib Saranjana pada pukul 09.53 WIB. mengakibatkan burung-burung menjadi raksasa. Tidak ada bukti yang jelas mengenai kejadian ini hingga saat ini.,Invalid
"Tsunami melanda wilayah Sulawesi Utara tepatnya di Kecamatan Woha, Desa Tegalrejo pada malam hari tadi. Lebih dari 277 hektar lahan pertanian terendam banjir. Pihak BPBD setempat langsung menangani kejadian ini dengan mendirikan posko darurat.",Valid
Hujan meteor yang menghasilkan emas terjadi di Langit Ketujuh seminggu yang lalu. menyebabkan ikan-ikan mulai berbicara. Banyak yang mengatakan bahwa ini hanyalah cerita bohong belaka.,Invalid
Tsunami pelangi yang mengubah warna laut terjadi di dasar Laut Pasifik pada malam hari kemarin. mengakibatkan gunung berubah menjadi cokelat leleh. Kejadian ini ternyata hanya prank dari sekelompok orang.,Invalid
Lava meletus dari gunung es di tengah kota terjadi di Kota Gaib Saranjana pada siang hari tadi. mengakibatkan tanah berubah menjadi permen karet. Banyak yang mengatakan bahwa ini hanyalah cerita bohong belaka.,Invalid
Tsunami api yang membakar laut terjadi di Kota Gaib Saranjana pada malam hari kemarin. menyebabkan semute berubah menjadi raksasa. Beberapa orang menyebut ini sebagai bagian dari konspirasi besar.,Invalid
"Gempa bumi akibat ledakan di bulan terjadi di Galaksi Andromeda pada siang hari tadi. mengakibatkan burung-burung menjadi raksasa. Warga menjadi panik akibat berita ini, meskipun tidak ada bukti.",Invalid
"Gempa bumi raksasa akibat ulah alien terjadi di pusat inti Bumi dua hari yang lalu. menyebabkan langit berubah warna menjadi ungu. Menurut warga, ini adalah ulah alien yang ingin menguasai bumi.",Invalid
"Lava meletus dari gunung es di tengah kota terjadi di dasar Laut Pasifik pada malam hari kemarin. mengakibatkan gunung berubah menjadi cokelat leleh. Menurut warga, ini adalah ulah alien yang ingin menguasai bumi.",Invalid
"Angin puting beliung melanda wilayah Lombok tepatnya di Kecamatan Woha, Desa Pasirjaya pada pagi hari ini. Sebanyak 167 rumah mengalami kerusakan ringan hingga berat. Hingga saat ini belum ada laporan korban jiwa, namun pendataan masih dilakukan.",Valid
Banjir darah dari langit terjadi di pusat inti Bumi pada malam hari tadi. menyebabkan hewan-hewan mulai menari di jalan. Berita ini ternyata hanya hoax yang menyebar di media sosial.,Invalid
"Letusan gunung berapi melanda wilayah Jakarta tepatnya di Kecamatan Ubud, Desa Pulosari pada pagi hari ini. Sedikitnya 7 korban jiwa dilaporkan. Pemerintah daerah segera menyalurkan bantuan logistik berupa makanan dan selimut.",Valid
"Tsunami melanda wilayah Bandung tepatnya di Kecamatan Banyuwangi, Desa Sidomulyo pada malam hari tadi. Kerugian material diperkirakan mencapai Rp 64 miliar. Warga diimbau untuk tetap tenang dan mengikuti arahan dari petugas di lapangan.",Valid
"Banjir bandang melanda wilayah Lombok tepatnya di Kecamatan Serang, Desa Jaya Baru tiga hari yang lalu. Sebanyak 167 rumah mengalami kerusakan ringan hingga berat. Warga diminta tetap waspada terhadap potensi bencana susulan di wilayah tersebut.",Valid
Gempa bumi raksasa akibat ulah alien terjadi di perairan Atlantis yang hilang saat subuh tadi. menyebabkan semute berubah menjadi raksasa. Banyak yang mengatakan bahwa ini hanyalah cerita bohong belaka.,Invalid
Banjir cokelat dari sungai terjadi di Kota Emas El Dorado pada siang hari tadi. mengakibatkan tanah berubah menjadi permen karet. Kejadian ini ternyata hanya prank dari sekelompok orang.,Invalid
Gempa bumi akibat ledakan di bulan terjadi di Dunia Paralel pada malam hari kemarin. mengakibatkan pohon-pohon berubah menjadi emas. Kejadian ini ternyata hanya prank dari sekelompok orang.,Invalid
"Kekeringan akibat kutukan dukun terjadi di Galaksi Andromeda pada pukul 09.53 WIB. mengakibatkan semua warga menjadi takut dan bersembunyi. Warga menjadi panik akibat berita ini, meskipun tidak ada bukti.",Invalid
Angin topan membawa naga raksasa terjadi di dasar Laut Pasifik seminggu yang lalu. menyebabkan langit berubah warna menjadi ungu. Warga setempat mengaku hanya mendengar cerita ini dari grup WhatsApp.,Invalid
Hujan emas yang membuat warga kaya mendadak terjadi di Kota Gaib Saranjana pada siang hari tadi. mengakibatkan burung-burung menjadi raksasa. Tidak ada bukti yang jelas mengenai kejadian ini hingga saat ini.,Invalid
"Banjir rob melanda wilayah Yogyakarta tepatnya di Kecamatan Tanjung, Desa Sidomulyo dua hari yang lalu. Pasokan air bersih terganggu di beberapa wilayah. Posko darurat telah didirikan untuk menampung warga yang kehilangan tempat tinggal.",Valid
"Hujan meteor yang menghasilkan emas terjadi di Galaksi Andromeda seminggu yang lalu. menyebabkan hewan-hewan mulai menari di jalan. Berita ini menjadi viral di media sosial, namun tidak ada konfirmasi resmi.",Invalid
"Gempa bumi raksasa akibat ulah alien terjadi di dasar Laut Pasifik tiga hari yang lalu. mengakibatkan dinosaurus hidup kembali di tengah kota. Menurut warga, ini adalah ulah alien yang ingin menguasai bumi.",Invalid
"Kekeringan melanda wilayah Papua tepatnya di Kecamatan Kalianda, Desa Gunungkidul seminggu yang lalu. Sebanyak 10 desa terisolasi akibat akses jalan yang terputus. Pihak BPBD setempat langsung menangani kejadian ini dengan mendirikan posko darurat.",Valid
"Gempa bumi raksasa akibat ulah alien terjadi di Galaksi Andromeda seminggu yang lalu. mengakibatkan gunung berubah menjadi cokelat leleh. Namun, banyak yang tidak mempercayai kejadian ini.",Invalid
"Kebakaran hutan akibat napas naga terjadi di Langit Ketujuh pada pagi hari ini. mengakibatkan gunung berubah menjadi cokelat leleh. Warga menjadi panik akibat berita ini, meskipun tidak ada bukti.",Invalid
"Kebakaran hutan melanda wilayah Bali tepatnya di Kecamatan Ubud, Desa Sukamaju pada siang hari tadi. Sebanyak 9 sekolah mengalami kerusakan. Pemerintah daerah segera menyalurkan bantuan logistik berupa makanan dan selimut.",Valid
"Gempa bumi raksasa akibat ulah alien terjadi di Kutub Selatan tiga hari yang lalu. menyebabkan semute berubah menjadi raksasa. Berita ini menjadi viral di media sosial, namun tidak ada konfirmasi resmi.",Invalid
"Tsunami pelangi yang mengubah warna laut terjadi di kota Bikini Bottom pada siang hari tadi. mengakibatkan semua orang di wilayah itu bisa terbang. Warga menjadi panik akibat berita ini, meskipun tidak ada bukti.",Invalid
"Letusan gunung berapi melanda wilayah Bandung tepatnya di Kecamatan Karangasem, Desa Jaya Baru dua hari yang lalu. Sebanyak 167 rumah mengalami kerusakan ringan hingga berat. Warga diimbau untuk tetap tenang dan mengikuti arahan dari petugas di lapangan.",Valid
"Letusan gunung berapi melanda wilayah Garut tepatnya di Kecamatan Sukajaya, Desa Mekarwangi pada malam hari tadi. Pasokan listrik terhenti selama beberapa jam di wilayah terdampak. Bantuan darurat berupa tenda dan makanan mulai didistribusikan ke warga terdampak.",Valid
"Tsunami melanda wilayah Kalimantan Selatan tepatnya di Kecamatan Ciputat, Desa Sidomulyo pada pagi hari ini. Akses jalan utama terputus akibat material longsor. Tim SAR dikerahkan ke lokasi untuk membantu proses evakuasi warga.",Valid
"Kebakaran hutan melanda wilayah Palu tepatnya di Kecamatan Kalianda, Desa Pasirjaya pada pagi hari ini. Akses jalan utama terputus akibat material longsor. Hingga saat ini belum ada laporan korban jiwa, namun pendataan masih dilakukan.",Valid
"Kebakaran hutan melanda wilayah Maluku tepatnya di Kecamatan Banyuwangi, Desa Sukamaju seminggu yang lalu. Sebanyak 5 ternak dilaporkan mati akibat bencana. Petugas masih melakukan pendataan kerugian dan korban di lokasi kejadian.",Valid
Kekeringan akibat kutukan dukun terjadi di Kota Emas El Dorado pada siang hari tadi. menyebabkan ikan-ikan mulai berbicara. Beberapa orang menyebut ini sebagai bagian dari konspirasi besar.,Invalid
"Kekeringan akibat kutukan dukun terjadi di Lautan Awan pada sore hari kemarin. mengakibatkan dinosaurus hidup kembali di tengah kota. Menurut warga, ini adalah ulah alien yang ingin menguasai bumi.",Invalid
Gempa bumi raksasa akibat ulah alien terjadi di kota Bikini Bottom dua hari yang lalu. mengakibatkan dinosaurus hidup kembali di tengah kota. Tidak ada bukti yang jelas mengenai kejadian ini hingga saat ini.,Invalid
"Gempa bumi dengan kekuatan 6.4 SR melanda wilayah Lampung tepatnya di Kecamatan Sukajaya, Desa Pulosari pada siang hari tadi. Lebih dari 277 hektar lahan pertanian terendam banjir. Proses evakuasi warga yang terdampak masih berlangsung hingga malam ini.",Valid
Tsunami pelangi yang mengubah warna laut terjadi di Galaksi Andromeda saat subuh tadi. mengakibatkan semua warga menjadi takut dan bersembunyi. Kejadian ini ternyata hanya prank dari sekelompok orang.,Invalid
Hujan meteor yang menghasilkan emas terjadi di Dimensi Kelima pada pagi hari ini. mengakibatkan semua ikan di laut mati mendadak. Beberapa orang menyebut ini sebagai bagian dari konspirasi besar.,Invalid
"Tsunami melanda wilayah Sulawesi Utara tepatnya di Kecamatan Ciputat, Desa Tegalrejo pada sore hari kemarin. Kerugian material diperkirakan mencapai Rp 64 miliar. Warga diimbau untuk tetap tenang dan mengikuti arahan dari petugas di lapangan.",Valid
Tsunami pelangi yang mengubah warna laut terjadi di Kota Emas El Dorado saat subuh tadi. menyebabkan hewan-hewan mulai menari di jalan. Banyak yang mengatakan bahwa ini hanyalah cerita bohong belaka.,Invalid
"Kebakaran hutan melanda wilayah Sumatra Barat tepatnya di Kecamatan Sukajaya, Desa Jaya Baru seminggu yang lalu. Kerugian material diperkirakan mencapai Rp 64 miliar. Hingga saat ini belum ada laporan korban jiwa, namun pendataan masih dilakukan.",Valid
"Kebakaran hutan melanda wilayah Jawa Timur tepatnya di Kecamatan Serang, Desa Pulosari saat subuh tadi. Akses jalan utama terputus akibat material longsor. Warga diimbau untuk tetap tenang dan mengikuti arahan dari petugas di lapangan.",Valid
Gempa bumi akibat ledakan di bulan terjadi di Galaksi Andromeda pada malam hari kemarin. mengakibatkan tanah berubah menjadi permen karet. Banyak yang mengatakan bahwa ini hanyalah cerita bohong belaka.,Invalid
"Banjir rob melanda wilayah Maluku tepatnya di Kecamatan Kalianda, Desa Pulosari saat subuh tadi. Banyak pohon tumbang yang menutup akses jalan utama. Bantuan darurat berupa tenda dan makanan mulai didistribusikan ke warga terdampak.",Valid
Hujan meteor yang menghasilkan emas terjadi di Benua Mu yang hilang pada pagi hari ini. menyebabkan langit berubah warna menjadi ungu. Beberapa orang menyebut ini sebagai bagian dari konspirasi besar.,Invalid
"Angin puting beliung melanda wilayah NTB tepatnya di Kecamatan Serang, Desa Mekarwangi pada siang hari tadi. Sebanyak 125 warga terpaksa mengungsi ke tempat yang lebih aman. Petugas masih melakukan pendataan kerugian dan korban di lokasi kejadian.",Valid
"Angin topan ungu yang membuat orang terbang terjadi di permukaan Planet Mars tiga hari yang lalu. mengakibatkan tanah berubah menjadi permen karet. Namun, banyak yang tidak mempercayai kejadian ini.",Invalid
"Angin puting beliung melanda wilayah Garut tepatnya di Kecamatan Pamekasan, Desa Pasirjaya pada sore hari kemarin. Sebanyak 167 rumah mengalami kerusakan ringan hingga berat. Petugas masih melakukan pendataan kerugian dan korban di lokasi kejadian.",Valid
"Hujan meteor yang menghasilkan emas terjadi di Lautan Awan saat subuh tadi. mengakibatkan dinosaurus hidup kembali di tengah kota. Warga menjadi panik akibat berita ini, meskipun tidak ada bukti.",Invalid
"Gempa bumi dengan kekuatan 5.0 SR melanda wilayah NTT tepatnya di Kecamatan Pamekasan, Desa Sukamaju pada pukul 08.33 WIB. Sebanyak 167 rumah mengalami kerusakan ringan hingga berat. Petugas masih melakukan pendataan kerugian dan korban di lokasi kejadian.",Valid
"Tanah longsor melanda wilayah Maluku tepatnya di Kecamatan Banyuwangi, Desa Sukamaju tiga hari yang lalu. Lebih dari 277 hektar lahan pertanian terendam banjir. Warga diimbau untuk tetap tenang dan mengikuti arahan dari petugas di lapangan.",Valid
"Kekeringan melanda wilayah Lampung tepatnya di Kecamatan Serang, Desa Pulosari tiga hari yang lalu. Sebanyak 10 desa terisolasi akibat akses jalan yang terputus. Warga diimbau untuk tetap tenang dan mengikuti arahan dari petugas di lapangan.",Valid
"Banjir bandang melanda wilayah Palu tepatnya di Kecamatan Cangkringan, Desa Sidomulyo seminggu yang lalu. Sebanyak 9 sekolah mengalami kerusakan. Pihak BPBD setempat langsung menangani kejadian ini dengan mendirikan posko darurat.",Valid
"Letusan gunung berapi melanda wilayah Lombok tepatnya di Kecamatan Karangasem, Desa Pulosari pada malam hari tadi. Jembatan utama yang menghubungkan dua desa ambruk. Petugas masih melakukan pendataan kerugian dan korban di lokasi kejadian.",Valid
"Tanah longsor melanda wilayah Lombok tepatnya di Kecamatan Banyuwangi, Desa Tegalrejo seminggu yang lalu. Lebih dari 277 hektar lahan pertanian terendam banjir. Warga diminta tetap waspada terhadap potensi bencana susulan di wilayah tersebut.",Valid
"Hujan emas yang membuat warga kaya mendadak terjadi di Dimensi Kelima pada sore hari kemarin. mengakibatkan semua ikan di laut mati mendadak. Menurut warga, ini adalah ulah alien yang ingin menguasai bumi.",Invalid
"Letusan gunung berapi melanda wilayah Lombok tepatnya di Kecamatan Woha, Desa Pulosari pada siang hari tadi. Pasokan listrik terhenti selama beberapa jam di wilayah terdampak. Petugas masih melakukan pendataan kerugian dan korban di lokasi kejadian.",Valid
Letusan gunung berapi menghasilkan permen terjadi di pusat inti Bumi pada pukul 09.53 WIB. menyebabkan semute berubah menjadi raksasa. Warga setempat mengaku hanya mendengar cerita ini dari grup WhatsApp.,Invalid
Tsunami api yang membakar laut terjadi di Benua Mu yang hilang pada malam hari kemarin. menyebabkan air laut berubah menjadi sirup manis. Berita ini ternyata hanya hoax yang menyebar di media sosial.,Invalid
"Kekeringan melanda wilayah Palu tepatnya di Kecamatan Sukajaya, Desa Jaya Baru seminggu yang lalu. Kerugian material diperkirakan mencapai Rp 64 miliar. Petugas masih melakukan pendataan kerugian dan korban di lokasi kejadian.",Valid
Hujan berlian yang membuat warga takut terjadi di pusat inti Bumi dua hari yang lalu. menyebabkan ikan-ikan mulai berbicara. Banyak yang mengatakan bahwa ini hanyalah cerita bohong belaka.,Invalid
Lava meletus dari gunung es di tengah kota terjadi di pusat inti Bumi pada malam hari kemarin. menyebabkan langit berubah warna menjadi ungu. Berita ini ternyata hanya hoax yang menyebar di media sosial.,Invalid
Angin topan ungu yang membuat orang terbang terjadi di Dunia Paralel pada malam hari kemarin. mengakibatkan pohon-pohon berubah menjadi emas. Banyak yang mengatakan bahwa ini hanyalah cerita bohong belaka.,Invalid
"Banjir cokelat dari sungai terjadi di Kerajaan Atlantis yang tenggelam pada pukul 09.53 WIB. menyebabkan air laut berubah menjadi sirup manis. Menurut warga, ini adalah ulah alien yang ingin menguasai bumi.",Invalid
"Tanah longsor melanda wilayah Riau tepatnya di Kecamatan Tanjung, Desa Gunungkidul pada sore hari kemarin. Sebanyak 125 warga terpaksa mengungsi ke tempat yang lebih aman. Warga diminta tetap waspada terhadap potensi bencana susulan di wilayah tersebut.",Valid
Angin topan membawa naga raksasa terjadi di Kutub Selatan pada pagi hari ini. mengakibatkan semua ikan di laut mati mendadak. Berita ini ternyata hanya hoax yang menyebar di media sosial.,Invalid
"Gempa bumi dengan kekuatan 7.3 SR melanda wilayah Bengkulu tepatnya di Kecamatan Ubud, Desa Tegalrejo pada siang hari tadi. Lebih dari 277 hektar lahan pertanian terendam banjir. Warga diminta tetap waspada terhadap potensi bencana susulan di wilayah tersebut.",Valid
"Kekeringan melanda wilayah Bengkulu tepatnya di Kecamatan Ubud, Desa Sukamaju dua hari yang lalu. Banyak pohon tumbang yang menutup akses jalan utama. Hingga saat ini belum ada laporan korban jiwa, namun pendataan masih dilakukan.",Valid
"Tsunami melanda wilayah Lombok tepatnya di Kecamatan Ubud, Desa Tegalrejo saat subuh tadi. Sebanyak 5 ternak dilaporkan mati akibat bencana. Warga diimbau untuk tetap tenang dan mengikuti arahan dari petugas di lapangan.",Valid
Kebakaran hutan akibat napas naga terjadi di Kutub Selatan pada sore hari kemarin. mengakibatkan semua orang di wilayah itu bisa terbang. Tidak ada bukti yang jelas mengenai kejadian ini hingga saat ini.,Invalid
Gempa bumi raksasa akibat ulah alien terjadi di Galaksi Andromeda dua hari yang lalu. menyebabkan hewan-hewan mulai menari di jalan. Warga setempat mengaku hanya mendengar cerita ini dari grup WhatsApp.,Invalid
Banjir darah dari langit terjadi di pusat inti Bumi pada pagi hari ini. mengakibatkan gunung berubah menjadi cokelat leleh. Tidak ada bukti yang jelas mengenai kejadian ini hingga saat ini.,Invalid
Hujan meteor yang menghasilkan emas terjadi di Dunia Paralel pada siang hari tadi. menyebabkan warga panik dan ketakutan. Kejadian ini ternyata hanya prank dari sekelompok orang.,Invalid
"Banjir bandang melanda wilayah Sumatra Barat tepatnya di Kecamatan Cangkringan, Desa Pulosari pada siang hari tadi. Akses jalan utama terputus akibat material longsor. Tim SAR dikerahkan ke lokasi untuk membantu proses evakuasi warga.",Valid
Kekeringan akibat kutukan dukun terjadi di Lautan Awan pada pukul 09.53 WIB. mengakibatkan semua ikan di laut mati mendadak. Tidak ada bukti yang jelas mengenai kejadian ini hingga saat ini.,Invalid
Lava meletus dari gunung es di tengah kota terjadi di pusat inti Bumi pada pagi hari ini. mengakibatkan semua orang di wilayah itu bisa terbang. Kejadian ini ternyata hanya prank dari sekelompok orang.,Invalid
"Tsunami melanda wilayah Banten tepatnya di Kecamatan Cangkringan, Desa Cikahuripan pada pukul 08.33 WIB. Akses jalan utama terputus akibat material longsor. Hingga saat ini belum ada laporan korban jiwa, namun pendataan masih dilakukan.",Valid
"Kebakaran hutan melanda wilayah Jakarta tepatnya di Kecamatan Sukajaya, Desa Margodadi pada pagi hari ini. Sebanyak 167 rumah mengalami kerusakan ringan hingga berat. Pihak BPBD setempat langsung menangani kejadian ini dengan mendirikan posko darurat.",Valid
"Kebakaran hutan melanda wilayah Papua tepatnya di Kecamatan Prambanan, Desa Jaya Baru pada pagi hari ini. Sebanyak 10 desa terisolasi akibat akses jalan yang terputus. Hingga saat ini belum ada laporan korban jiwa, namun pendataan masih dilakukan.",Valid
"Tanah longsor melanda wilayah Riau tepatnya di Kecamatan Cisarua, Desa Pasirjaya pada siang hari tadi. Lebih dari 277 hektar lahan pertanian terendam banjir. Proses evakuasi warga yang terdampak masih berlangsung hingga malam ini.",Valid
Hujan emas yang membuat warga kaya mendadak terjadi di Galaksi Andromeda pada malam hari kemarin. menyebabkan warga panik dan ketakutan. Kejadian ini ternyata hanya prank dari sekelompok orang.,Invalid
"Banjir darah dari langit terjadi di Kota Gaib Saranjana pada pagi hari ini. menyebabkan air laut berubah menjadi sirup manis. Menurut warga, ini adalah ulah alien yang ingin menguasai bumi.",Invalid
